year,list_position,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,name,duration_ms,release_date,album_type,explicit
2009-12-19,1,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585,4.0,Empire State Of Mind,276920,2009-09-08,album,True
2009-12-26,1,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585,4.0,Empire State Of Mind,276920,2009-09-08,album,True
2006-07-01,1,2jv9Ppwz9u3lqWfXV0q2sW,0.463,0.524,1.0,-8.207,1.0,0.0316,0.026,0.0,0.102,0.308,144.055,4.0,Do I Make You Proud,248693,2006-06-13,single,False
2011-01-08,1,2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0,Grenade,222091,2010-05-11,album,False
2011-01-22,1,2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0,Grenade,222091,2010-05-11,album,False
2011-02-05,1,2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0,Grenade,222091,2010-05-11,album,False
2011-02-12,1,2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0,Grenade,222091,2010-05-11,album,False
2024-04-06,1,2tudvzsrR56uom6smgOcSf,0.814,0.676,11.0,-4.67,0.0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,4.0,Like That,267706,2024-03-22,album,True
2024-04-13,1,2tudvzsrR56uom6smgOcSf,0.814,0.676,11.0,-4.67,0.0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,4.0,Like That,267706,2024-03-22,album,True
2024-04-20,1,2tudvzsrR56uom6smgOcSf,0.814,0.676,11.0,-4.67,0.0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,4.0,Like That,267706,2024-03-22,album,True
2013-10-05,1,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,4.0,Wrecking Ball,221360,2013-10-04,album,False
2013-12-14,1,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,4.0,Wrecking Ball,221360,2013-10-04,album,False
2009-01-17,1,2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,4.0,Just Dance,241933,2008-01-01,album,False
2009-01-24,1,2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,4.0,Just Dance,241933,2008-01-01,album,False
2009-01-31,1,2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,4.0,Just Dance,241933,2008-01-01,album,False
2018-12-08,1,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,SICKO MODE,312820,2018-08-03,album,True
2003-06-28,1,2xnVdRMaQBkRfZyefKC2ec,0.528,0.56,11.0,-8.296,1.0,0.0268,0.151,1.28e-06,0.3,0.372,99.037,4.0,This Is The Night,212200,2003-06-03,single,False
2003-07-05,1,2xnVdRMaQBkRfZyefKC2ec,0.528,0.56,11.0,-8.296,1.0,0.0268,0.151,1.28e-06,0.3,0.372,99.037,4.0,This Is The Night,212200,2003-06-03,single,False
2007-06-09,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2007-06-16,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2007-06-23,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2007-06-30,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2007-07-07,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2007-07-14,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2007-07-21,1,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1.0,-4.603,1.0,0.124,0.00906,0.0,0.0426,0.584,174.034,4.0,Umbrella,275986,2007-01-01,album,False
2006-05-13,1,30cSNer6TV8x2utjULVeQ5,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4.0,SOS,238920,2006-04-10,album,False
2006-05-20,1,30cSNer6TV8x2utjULVeQ5,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4.0,SOS,238920,2006-04-10,album,False
2006-05-27,1,30cSNer6TV8x2utjULVeQ5,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4.0,SOS,238920,2006-04-10,album,False
2015-01-17,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-01-24,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-01-31,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-02-07,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-02-14,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-02-21,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-02-28,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-03-07,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-03-14,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-03-21,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-03-28,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-04-04,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-04-11,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2015-04-18,1,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True
2020-11-07,1,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,4.0,positions,172324,2020-10-30,album,True
2020-05-09,1,39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0.0,-7.648,0.0,0.0514,0.233,0.0,0.157,0.28,129.979,4.0,THE SCOTTS,165977,2020-04-24,single,True
2004-02-21,1,3A4cpTBPaIQdtPFb5JxtaX,0.559,0.733,2.0,-5.659,0.0,0.171,0.314,0.0,0.284,0.611,145.115,4.0,Slow Jamz,316053,2004-02-10,album,True
2010-05-29,1,3ALqIvTuJW6gohny2soQ1Y,0.937,0.568,4.0,-5.924,0.0,0.136,0.00676,0.887,0.0747,0.584,130.005,4.0,OMG (Instrumental),286146,2010-05-18,single,False
2010-06-05,1,3ALqIvTuJW6gohny2soQ1Y,0.937,0.568,4.0,-5.924,0.0,0.136,0.00676,0.887,0.0747,0.584,130.005,4.0,OMG (Instrumental),286146,2010-05-18,single,False
2010-06-12,1,3ALqIvTuJW6gohny2soQ1Y,0.937,0.568,4.0,-5.924,0.0,0.136,0.00676,0.887,0.0747,0.584,130.005,4.0,OMG (Instrumental),286146,2010-05-18,single,False
2018-07-14,1,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8.0,-6.474,1.0,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,4.0,Nice For What,210746,2018-06-29,album,True
2009-11-07,1,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,4.0,Fireflies,228346,2009-01-01,album,False
2009-11-21,1,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,4.0,Fireflies,228346,2009-01-01,album,False
2020-05-16,1,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4.0,Say So,237893,2019-11-07,album,True
2022-07-02,1,3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4.0,Jimmy Cooks (feat. 21 Savage),218364,2022-06-17,album,True
2009-03-28,1,3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,4.0,Right Round,204640,2009-03-23,album,False
2009-04-04,1,3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,4.0,Right Round,204640,2009-03-23,album,False
2019-09-07,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2019-09-14,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2019-09-21,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2019-09-28,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2019-10-05,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2019-10-12,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2019-10-26,1,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,4.0,Truth Hurts,173325,2019-04-19,album,True
2005-06-04,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-06-11,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-06-18,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-06-25,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-07-09,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-07-16,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-07-23,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-07-30,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-08-06,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-08-13,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-08-20,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-08-27,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-09-03,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2005-09-10,1,3LmvfNUQtglbTrydsdIqFU,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,We Belong Together,201400,2005-04-12,album,False
2023-04-29,1,3OHfY25tqY28d16oZczHc8,0.644,0.728,8.0,-5.75,1.0,0.0351,0.0543,0.169,0.161,0.43,88.993,4.0,Kill Bill,153946,2022-12-09,album,False
2023-09-30,1,3RaCGXCiiMufRPoexXxGkV,0.483,0.408,5.0,-9.243,0.0,0.0502,0.508,0.0,0.259,0.105,88.88,3.0,Slime You Out (feat. SZA),310490,2023-09-15,single,True
2012-06-23,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-06-30,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-07-07,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-07-14,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-07-21,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-07-28,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-08-04,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-08-11,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2012-08-18,1,3TGRqZ0a2l1LRblBkJoaDx,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,Call Me Maybe,193400,2012-01-01,album,False
2014-05-17,1,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0,All of Me,269560,2013-08-30,album,False
2014-05-24,1,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0,All of Me,269560,2013-08-30,album,False
2014-05-31,1,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0,All of Me,269560,2013-08-30,album,False
2022-03-12,1,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,Heat Waves,238805,2020-08-07,album,False
2022-03-19,1,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,Heat Waves,238805,2020-08-07,album,False
2022-03-26,1,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,Heat Waves,238805,2020-08-07,album,False
2022-04-02,1,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,Heat Waves,238805,2020-08-07,album,False
2022-04-09,1,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,Heat Waves,238805,2020-08-07,album,False
2023-04-08,1,3Ua0m0YmEjrMi9XErKcNiR,0.629,0.733,7.0,-5.445,1.0,0.0419,0.0025,0.0,0.357,0.362,120.001,4.0,Like Crazy,212241,2023-03-24,single,False
2000-04-08,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-04-15,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-04-22,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-04-29,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-05-06,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-05-13,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-05-20,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-05-27,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-06-03,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2000-06-10,1,3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,Maria Maria (feat. The Product G&B),261973,1999-06-15,album,False
2021-07-24,1,3XYRV7ZSHqIRDG87DKTtry,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,4.0,Permission to Dance,187585,2021-07-23,single,False
2021-03-20,1,3aQem4jVGdhtg116TmJnHz,0.781,0.594,0.0,-6.959,0.0,0.0485,0.0136,0.0,0.162,0.0628,129.895,4.0,What’s Next,178153,2021-03-05,single,True
2011-08-27,1,3avYqdwHKEq8beXbeWCKqJ,0.652,0.81,3.0,-3.789,0.0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,4.0,Last Friday Night (T.G.I.F.),230733,2010-01-01,album,False
2011-09-03,1,3avYqdwHKEq8beXbeWCKqJ,0.652,0.81,3.0,-3.789,0.0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,4.0,Last Friday Night (T.G.I.F.),230733,2010-01-01,album,False
2001-11-03,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Family Affair,265866,2001-08-28,album,False
2001-11-10,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Family Affair,265866,2001-08-28,album,False
2001-11-17,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Family Affair,265866,2001-08-28,album,False
2001-11-24,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Family Affair,265866,2001-08-28,album,False
2001-12-01,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Family Affair,265866,2001-08-28,album,False
2001-12-08,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Family Affair,265866,2001-08-28,album,False
2012-08-25,1,3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,4.0,Whistle,224653,2012-06-22,album,False
2012-09-15,1,3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,4.0,Whistle,224653,2012-06-22,album,False
2014-01-18,1,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,4.0,Timber,204160,2012,album,False
2014-01-25,1,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,4.0,Timber,204160,2012,album,False
2014-02-01,1,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,4.0,Timber,204160,2012,album,False
2018-06-30,1,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,4.0,SAD!,166605,2018-03-16,album,True
2019-10-19,1,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,HIGHEST IN THE ROOM,175720,2019-10-04,single,True
2005-01-01,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-01-08,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-01-15,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-01-22,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-01-29,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-02-05,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-02-12,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2005-02-19,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
