year,list_position,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,name,duration_ms,release_date,album_type,explicit
2022-03-05,1,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,4.0,We Don't Talk About Bruno,216120,2021-11-19,album,False
2020-05-30,1,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,11.0,-5.609,1.0,0.334,0.0252,0.0,0.096,0.68,168.983,4.0,Savage,155497,2020-03-06,album,True
2021-08-14,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2021-08-21,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2021-08-28,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2021-09-04,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2021-09-25,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2021-10-02,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2021-10-16,1,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,4.0,STAY (with Justin Bieber),141805,2021-07-27,album,True
2018-07-07,1,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.0,I Like It,253390,2018-04-06,album,True
2022-05-14,1,59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,4.0,WAIT FOR U (feat. Drake & Tems),189893,2022-04-29,album,True
2023-03-18,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-04-15,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-04-22,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-05-06,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-05-13,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-05-20,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-05-27,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-06-03,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-06-10,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-06-17,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-06-24,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-07-01,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-07-08,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-07-22,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-08-12,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2023-08-19,1,59uQI0PADDKeE6UZDTJEe8,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812,4.0,Last Night,163854,2023-01-31,single,True
2005-03-05,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-03-12,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-03-19,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-03-26,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-04-02,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-04-09,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-04-16,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-04-23,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2005-04-30,1,5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,Candy Shop,209106,2005-03-03,album,True
2020-12-05,1,5FVbvttjEvQ8r2BgUcJgNg,0.566,0.716,1.0,-5.733,1.0,0.0424,0.00691,0.0,0.37,0.45,81.068,4.0,Life Goes On,207481,2020-11-20,album,False
2024-06-29,1,5N3hjp1WNayUPZrA8kJmJP,0.669,0.586,9.0,-6.073,1.0,0.054,0.274,0.0,0.104,0.579,107.071,4.0,Please Please Please,186365,2024-06-06,single,True
2021-05-08,1,5QO79kh1waicV47BqGRL3g,0.679,0.825,0.0,-5.487,1.0,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,4.0,Save Your Tears,215626,2020-03-20,album,True
2021-05-15,1,5QO79kh1waicV47BqGRL3g,0.679,0.825,0.0,-5.487,1.0,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,4.0,Save Your Tears,215626,2020-03-20,album,True
2009-04-11,1,5R8dQOPq8haW94K7mgERlO,0.851,0.806,4.0,-4.618,1.0,0.0787,0.119,1.72e-06,0.121,0.774,119.001,4.0,Poker Face,237200,2008-01-01,album,False
2001-04-14,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2001-04-21,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2001-04-28,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2001-05-05,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2001-05-12,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2001-05-19,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2001-05-26,1,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,All For You,329933,2001-01-01,album,False
2002-03-09,1,5ahFyKndeg1hqfmNumL3WF,0.781,0.746,8.0,-2.686,1.0,0.17,0.364,0.0,0.098,0.786,89.43,4.0,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,229800,2002-02-05,compilation,False
2002-03-16,1,5ahFyKndeg1hqfmNumL3WF,0.781,0.746,8.0,-2.686,1.0,0.17,0.364,0.0,0.098,0.786,89.43,4.0,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,229800,2002-02-05,compilation,False
2002-03-23,1,5ahFyKndeg1hqfmNumL3WF,0.781,0.746,8.0,-2.686,1.0,0.17,0.364,0.0,0.098,0.786,89.43,4.0,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,229800,2002-02-05,compilation,False
2002-03-30,1,5ahFyKndeg1hqfmNumL3WF,0.781,0.746,8.0,-2.686,1.0,0.17,0.364,0.0,0.098,0.786,89.43,4.0,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,229800,2002-02-05,compilation,False
2002-04-06,1,5ahFyKndeg1hqfmNumL3WF,0.781,0.746,8.0,-2.686,1.0,0.17,0.364,0.0,0.098,0.786,89.43,4.0,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,229800,2002-02-05,compilation,False
2002-04-13,1,5ahFyKndeg1hqfmNumL3WF,0.781,0.746,8.0,-2.686,1.0,0.17,0.364,0.0,0.098,0.786,89.43,4.0,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,229800,2002-02-05,compilation,False
2010-09-18,1,5jzKL4BDMClWqRguW5qZvh,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.012,4.0,Teenage Dream,227741,2010-01-01,album,False
2010-09-25,1,5jzKL4BDMClWqRguW5qZvh,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.012,4.0,Teenage Dream,227741,2010-01-01,album,False
2022-08-13,1,5pyoxDZ1PX0KxBxiRVxA4U,0.693,0.887,1.0,-5.039,0.0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,4.0,BREAK MY SOUL,278281,2022-07-29,album,False
2022-08-20,1,5pyoxDZ1PX0KxBxiRVxA4U,0.693,0.887,1.0,-5.039,0.0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,4.0,BREAK MY SOUL,278281,2022-07-29,album,False
2014-11-15,1,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7.0,-5.414,1.0,0.165,0.0561,0.0,0.148,0.943,160.015,4.0,Shake It Off,219200,2014-10-27,album,False
2014-11-22,1,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7.0,-5.414,1.0,0.165,0.0561,0.0,0.148,0.943,160.015,4.0,Shake It Off,219200,2014-10-27,album,False
2004-02-14,1,5z7mYFfhw6N6f23VwrokJD,0.871,0.597,5.0,-4.932,0.0,0.0464,0.126,0.000113,0.0638,0.635,125.999,4.0,The Way You Move (feat. Sleepy Brown),234000,2003,album,True
2010-03-27,1,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.909,4.0,Rude Boy,222920,2009-11-20,album,True
2010-04-03,1,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.909,4.0,Rude Boy,222920,2009-11-20,album,True
2010-04-10,1,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.909,4.0,Rude Boy,222920,2009-11-20,album,True
2010-04-17,1,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.909,4.0,Rude Boy,222920,2009-11-20,album,True
2010-04-24,1,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.909,4.0,Rude Boy,222920,2009-11-20,album,True
2014-03-08,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-03-15,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-03-22,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-03-29,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-04-05,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-04-12,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-04-19,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-04-26,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-05-03,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2014-05-10,1,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,4.0,"Happy - From ""Despicable Me 2""",232720,2014-03-03,album,False
2015-11-21,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2015-11-28,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2015-12-05,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2015-12-12,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2015-12-19,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2015-12-26,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2016-01-02,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2016-01-09,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2016-01-16,1,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,4.0,Hello,295502,2015-11-20,album,False
2007-09-15,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2007-09-22,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2007-10-06,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2007-10-13,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2007-10-20,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2007-10-27,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2007-11-03,1,66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0.0,-2.18,1.0,0.0905,0.513,0.0,0.0468,0.799,140.2,4.0,Crank That (Soulja Boy),221933,2007-01-01,album,False
2024-05-18,1,6AI3ezQ4o3HUoP6Dhudph3,0.898,0.472,1.0,-7.001,1.0,0.0776,0.0107,0.0,0.141,0.214,101.061,4.0,Not Like Us,274192,2024-05-04,single,True
2024-07-20,1,6AI3ezQ4o3HUoP6Dhudph3,0.898,0.472,1.0,-7.001,1.0,0.0776,0.0107,0.0,0.141,0.214,101.061,4.0,Not Like Us,274192,2024-05-04,single,True
2013-02-02,1,6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,4.0,Thrift Shop (feat. Wanz),235613,2012-10-09,album,True
2013-02-09,1,6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,4.0,Thrift Shop (feat. Wanz),235613,2012-10-09,album,True
2013-02-16,1,6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,4.0,Thrift Shop (feat. Wanz),235613,2012-10-09,album,True
2013-02-23,1,6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,4.0,Thrift Shop (feat. Wanz),235613,2012-10-09,album,True
2013-04-06,1,6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,4.0,Thrift Shop (feat. Wanz),235613,2012-10-09,album,True
2013-04-13,1,6CjtS2JZH9RkDz5UVInsa9,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,4.0,Thrift Shop (feat. Wanz),235613,2012-10-09,album,True
2012-02-18,1,6D60klaHqbCl9ySc8VcRss,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,4.0,Stronger (What Doesn't Kill You),221946,2011-10-24,album,False
2012-02-25,1,6D60klaHqbCl9ySc8VcRss,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,4.0,Stronger (What Doesn't Kill You),221946,2011-10-24,album,False
2012-03-10,1,6D60klaHqbCl9ySc8VcRss,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,4.0,Stronger (What Doesn't Kill You),221946,2011-10-24,album,False
2003-02-01,1,6FTJuZtQZvmPPRFmrcno9J,0.838,0.686,1.0,-5.862,0.0,0.212,0.0981,0.0,0.0582,0.877,95.519,4.0,"Bump, Bump, Bump (feat. P. Diddy)",278573,2002-12-10,album,False
2007-12-01,1,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4.0,No One,253813,2007-11-09,album,False
2007-12-08,1,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4.0,No One,253813,2007-11-09,album,False
2007-12-15,1,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4.0,No One,253813,2007-11-09,album,False
2007-12-22,1,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4.0,No One,253813,2007-11-09,album,False
2007-12-29,1,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4.0,No One,253813,2007-11-09,album,False
2001-09-08,1,6MLsahMK3VvH9NUwXOktdS,0.708,0.587,11.0,-7.93,0.0,0.151,0.273,0.0,0.0718,0.554,83.46,4.0,I'm Real (feat. Ja Rule) - Murder Remix,262133,2001-01-23,album,True
2001-09-15,1,6MLsahMK3VvH9NUwXOktdS,0.708,0.587,11.0,-7.93,0.0,0.151,0.273,0.0,0.0718,0.554,83.46,4.0,I'm Real (feat. Ja Rule) - Murder Remix,262133,2001-01-23,album,True
2001-09-22,1,6MLsahMK3VvH9NUwXOktdS,0.708,0.587,11.0,-7.93,0.0,0.151,0.273,0.0,0.0718,0.554,83.46,4.0,I'm Real (feat. Ja Rule) - Murder Remix,262133,2001-01-23,album,True
2001-10-20,1,6MLsahMK3VvH9NUwXOktdS,0.708,0.587,11.0,-7.93,0.0,0.151,0.273,0.0,0.0718,0.554,83.46,4.0,I'm Real (feat. Ja Rule) - Murder Remix,262133,2001-01-23,album,True
2001-10-27,1,6MLsahMK3VvH9NUwXOktdS,0.708,0.587,11.0,-7.93,0.0,0.151,0.273,0.0,0.0718,0.554,83.46,4.0,I'm Real (feat. Ja Rule) - Murder Remix,262133,2001-01-23,album,True
2014-07-26,1,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,Rude,224840,2014-06-25,album,False
2014-08-02,1,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,Rude,224840,2014-06-25,album,False
2014-08-09,1,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,Rude,224840,2014-06-25,album,False
2014-08-16,1,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,Rude,224840,2014-06-25,album,False
2014-08-23,1,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,Rude,224840,2014-06-25,album,False
2014-08-30,1,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,Rude,224840,2014-06-25,album,False
2020-08-15,1,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,4.0,Watermelon Sugar,174000,2019-12-13,album,False
2018-09-29,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2018-10-06,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2018-10-13,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2018-10-20,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2018-10-27,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2018-11-03,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2018-11-10,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.779,0.541,0.0,-6.824,1.0,0.0658,0.566,0.0,0.13,0.447,124.939,4.0,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018-06-15,album,True
2006-03-18,1,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6.0,-8.336,1.0,0.311,0.245,0.0,0.189,0.578,92.795,4.0,So Sick,207186,2006-01-01,album,False
2006-03-25,1,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6.0,-8.336,1.0,0.311,0.245,0.0,0.189,0.578,92.795,4.0,So Sick,207186,2006-01-01,album,False
